nome,sobrenome,idade,sexo,compra,ano,pagamento
Samuel,Rodrigues,28,M,3891,2015,debito
Heitor,Soares,59,M,5818,2016,credito
Arthur,Alves,44,M,9253,2005,debito
Miguel,Maia,22,M,3674,2020,credito
Miguel,Alves,45,M,9004,2009,dinheiro
Alice,Rodrigues,34,F,4895,2010,debito
Bernardo,Alves,69,M,7253,2014,debito
Helena,Alves,54,F,3257,2012,credito
Sophia,Rodrigues,54,F,4789,2009,dinheiro
Arthur,Gomes,56,M,8559,2009,dinheiro
Alice,Silva,69,F,4009,2019,credito
Valentina,Santos,52,F,3354,2020,dinheiro
Gabriel,Maia,70,M,7961,2010,debito
Samuel,Soares,68,M,9349,2011,credito
Valentina,Santos,39,F,3431,2017,dinheiro
Theo,Ferreira,23,M,3957,2009,credito
Gael,Rodrigues,65,M,776,2008,credito
Heitor,Gomes,60,M,4362,2011,debito
Sophia,Ribeiro,36,F,1784,2006,dinheiro
Theo,Alves,70,M,7276,2012,credito
Samuel,Alves,25,M,7135,2018,debito
Heitor,Maia,53,M,590,2018,credito
Gabriel,Gomes,39,M,3611,2013,credito
Miguel,Oliveira,53,M,960,2015,credito
Bernardo,Alves,27,M,4499,2016,dinheiro
Arthur,Rodrigues,54,M,7317,2008,debito
Arthur,Maia,58,M,1129,2017,debito
Maria,Gomes,36,F,4881,2009,debito
Maria,Martins,50,F,8672,2014,credito
Bernardo,Rodrigues,62,M,7932,2008,credito
Bernardo,Oliveira,56,M,8041,2009,dinheiro
Heitor,Maia,21,M,6176,2020,debito
Bernardo,Alves,37,M,9465,2016,credito
Sophia,Alves,66,F,2750,2012,debito
Alice,Silva,55,F,7895,2018,credito
Arthur,Pereira,70,M,9256,2008,debito
Maria,Gomes,63,F,2683,2008,debito
Arthur,Ribeiro,40,M,1048,2018,credito
Samuel,Martins,24,M,7736,2012,debito
Davi,Ribeiro,18,M,7100,2018,dinheiro
Gael,Gomes,52,M,910,2019,debito
Helena,Santos,34,F,6959,2013,debito
Arthur,Santos,23,M,3152,2005,credito
Sophia,Martins,45,F,8705,2016,dinheiro
Sophia,Alves,18,F,5850,2015,debito
Helena,Alves,66,F,7901,2006,dinheiro
Heloisa,Souza,61,F,5143,2006,dinheiro
Miguel,Soares,22,M,6178,2005,dinheiro
Arthur,Rodrigues,60,M,5866,2006,debito
Helena,Gomes,63,F,8732,2006,credito
Heloisa,Silva,57,F,9255,2015,credito
Gael,Pereira,63,M,2621,2014,debito
Bernardo,Santos,45,M,3956,2017,credito
Helena,Soares,31,F,5178,2013,debito
Arthur,Ferreira,50,M,5333,2015,debito
Miguel,Rodrigues,41,M,7793,2013,debito
Davi,Gomes,38,M,4457,2005,dinheiro
Gabriel,Alves,25,M,5935,2010,dinheiro
Gael,Ferreira,68,M,5103,2012,debito
Bernardo,Pereira,39,M,9746,2018,debito
Davi,Martins,51,M,9887,2011,dinheiro
Gabriel,Alves,30,M,696,2011,debito
Sophia,Alves,23,F,4758,2015,debito
Gabriel,Oliveira,46,M,6449,2005,debito
Laura,Ferreira,29,F,3815,2005,credito
Arthur,Alves,67,M,4712,2014,dinheiro
Valentina,Soares,68,F,3507,2018,debito
Helena,Souza,26,F,891,2007,debito
Laura,Alves,58,F,9869,2010,debito
Alice,Santos,55,F,2870,2017,debito
Theo,Pereira,58,M,9805,2016,debito
Heloisa,Silva,18,F,6327,2009,dinheiro
Theo,Rodrigues,38,M,7711,2006,credito
Heitor,Alves,50,M,5703,2019,credito
Theo,Soares,30,M,5818,2011,debito
Heloisa,Ferreira,70,F,1504,2019,dinheiro
Helena,Gomes,58,F,9984,2012,debito
Miguel,Soares,48,M,3856,2009,dinheiro
Alice,Alves,18,F,2641,2011,dinheiro
Davi,Gomes,20,M,6326,2006,dinheiro
Gael,Silva,66,M,3596,2009,dinheiro
Miguel,Souza,26,M,9765,2016,credito
Miguel,Pereira,60,M,6264,2019,credito
Samuel,Gomes,20,M,4261,2005,debito
Heitor,Martins,40,M,3080,2018,debito
Heitor,Soares,52,M,8144,2006,debito
Bernardo,Soares,58,M,9461,2006,debito
Theo,Pereira,25,M,4894,2010,credito
Miguel,Rodrigues,23,M,3007,2015,dinheiro
Miguel,Souza,70,M,7887,2008,debito
Laura,Oliveira,65,F,9419,2019,credito
Laura,Santos,19,F,6343,2012,debito
Heloisa,Soares,33,F,1269,2011,dinheiro
Miguel,Ferreira,48,M,3044,2008,dinheiro
Bernardo,Souza,47,M,7575,2006,debito
Arthur,Souza,23,M,2281,2014,debito
Samuel,Rodrigues,54,M,7495,2009,debito
Arthur,Souza,61,M,7505,2009,debito
Samuel,Alves,55,M,5359,2006,credito
Arthur,Alves,59,M,978,2009,debito
Theo,Alves,68,M,8343,2018,dinheiro
Gabriel,Pereira,58,M,1334,2014,debito
Miguel,Alves,66,M,3719,2006,debito
Gabriel,Ferreira,62,M,8439,2020,debito
Sophia,Santos,58,F,2040,2013,debito
Heitor,Maia,55,M,6837,2013,dinheiro
Heitor,Oliveira,34,M,4945,2009,debito
Helena,Alves,29,F,4552,2005,debito
Sophia,Rodrigues,21,F,3224,2011,debito
Theo,Alves,47,M,8258,2010,debito
Samuel,Soares,51,M,2144,2007,credito
Helena,Ferreira,68,F,2689,2015,credito
Arthur,Martins,36,M,8756,2012,dinheiro
Miguel,Ribeiro,61,M,8315,2015,dinheiro
Gael,Pereira,44,M,5461,2011,dinheiro
Laura,Maia,20,F,5342,2019,dinheiro
Alice,Rodrigues,45,F,7413,2011,dinheiro
Davi,Martins,34,M,9366,2013,debito
Heitor,Ribeiro,26,M,4362,2015,debito
Bernardo,Oliveira,53,M,1842,2019,credito
Gabriel,Alves,66,M,7655,2019,debito
Theo,Martins,33,M,3868,2006,credito
Maria,Alves,67,F,8016,2011,credito
Arthur,Pereira,41,M,2582,2007,credito
Arthur,Gomes,24,M,7325,2016,credito
Heitor,Rodrigues,62,M,3365,2013,credito
Samuel,Soares,67,M,9173,2016,dinheiro
Theo,Soares,50,M,819,2009,dinheiro
Gabriel,Ribeiro,34,M,3444,2017,dinheiro
Maria,Gomes,39,F,7097,2018,dinheiro
Gael,Maia,67,M,7114,2010,debito
Miguel,Pereira,36,M,1322,2013,dinheiro
Helena,Rodrigues,58,F,5567,2017,dinheiro
Laura,Maia,34,F,2653,2006,credito
Heloisa,Alves,30,F,8042,2020,dinheiro
Sophia,Oliveira,64,F,6061,2012,debito
Gabriel,Pereira,65,M,6873,2012,credito
Samuel,Soares,43,M,8173,2010,dinheiro
Helena,Gomes,63,F,6747,2007,credito
Heitor,Santos,62,M,1655,2015,dinheiro
Samuel,Alves,65,M,1102,2013,credito
Alice,Soares,20,F,2870,2015,credito
Theo,Soares,62,M,3142,2013,dinheiro
Arthur,Soares,46,M,1301,2008,credito
Maria,Alves,47,F,9208,2020,dinheiro
Davi,Ferreira,40,M,7933,2017,debito
Gabriel,Pereira,18,M,8927,2019,debito
Alice,Oliveira,65,F,8233,2016,debito
Maria,Soares,61,F,7180,2019,debito
Davi,Gomes,44,M,3475,2020,debito
Heloisa,Santos,49,F,2369,2014,debito
Alice,Gomes,54,F,7902,2020,debito
Davi,Ribeiro,23,M,4482,2010,credito
Theo,Soares,37,M,3523,2017,credito
Bernardo,Santos,48,M,3460,2017,dinheiro
Gael,Alves,45,M,3671,2005,dinheiro
Helena,Rodrigues,31,F,7270,2013,debito
Maria,Oliveira,43,F,7406,2008,credito
Laura,Alves,46,F,5956,2013,dinheiro
Gabriel,Silva,63,M,2774,2015,debito
Samuel,Soares,41,M,8882,2012,dinheiro
Miguel,Souza,68,M,5829,2013,credito
Alice,Santos,55,F,6129,2009,debito
Alice,Ribeiro,57,F,8901,2012,debito
Laura,Ferreira,55,F,6926,2013,credito
Valentina,Silva,43,F,6276,2015,dinheiro
Davi,Santos,39,M,2100,2012,debito
Davi,Souza,50,M,9336,2011,credito
Valentina,Oliveira,18,F,5694,2018,dinheiro
Sophia,Ribeiro,37,F,1761,2006,credito
Sophia,Soares,18,F,9798,2019,dinheiro
Bernardo,Alves,57,M,8847,2018,dinheiro
Alice,Rodrigues,40,F,1265,2020,debito
Alice,Santos,68,F,4785,2005,debito
Heloisa,Ferreira,48,F,7277,2013,debito
Miguel,Alves,63,M,2725,2020,credito
Maria,Ferreira,69,F,8933,2016,dinheiro
Gabriel,Gomes,48,M,1728,2013,credito
Heloisa,Ribeiro,62,F,7435,2011,debito
Maria,Maia,68,F,3005,2014,debito
Valentina,Pereira,60,F,9547,2016,credito
Gael,Ferreira,64,M,7611,2005,credito
Davi,Ferreira,45,M,2318,2018,debito
Helena,Santos,66,F,8754,2007,credito
Maria,Pereira,19,F,2302,2014,dinheiro
Heloisa,Souza,63,F,2397,2011,debito
Valentina,Alves,51,F,3081,2019,credito
Theo,Souza,66,M,6621,2005,debito
Arthur,Soares,39,M,4437,2005,dinheiro
Davi,Alves,37,M,6734,2008,debito
Gabriel,Ribeiro,19,M,9794,2013,credito
Heloisa,Oliveira,30,F,3281,2015,debito
Heitor,Santos,43,M,1368,2012,debito
Heitor,Pereira,23,M,5168,2015,credito
Laura,Ferreira,30,F,9106,2007,dinheiro
Sophia,Ribeiro,54,F,5788,2012,debito
Theo,Alves,68,M,4176,2015,debito
Maria,Oliveira,61,F,595,2010,dinheiro
Bernardo,Martins,39,M,4656,2007,dinheiro
Arthur,Santos,42,M,1223,2019,dinheiro
Miguel,Maia,25,M,9132,2015,debito
Helena,Alves,26,F,6742,2013,debito
Samuel,Gomes,52,M,5054,2014,credito
Bernardo,Silva,52,M,7368,2019,debito
Gabriel,Alves,23,M,9685,2008,dinheiro
Miguel,Maia,52,M,2274,2019,dinheiro
Samuel,Alves,38,M,8112,2018,debito
Valentina,Alves,56,F,5909,2012,debito
Heloisa,Alves,49,F,5985,2018,credito
Heloisa,Souza,57,F,1158,2007,debito
Samuel,Martins,67,M,4413,2008,credito
Miguel,Ferreira,47,M,6115,2019,debito
Miguel,Alves,51,M,8779,2013,debito
Gabriel,Souza,52,M,1592,2006,dinheiro
Miguel,Oliveira,40,M,7215,2010,debito
Helena,Gomes,56,F,5653,2005,dinheiro
Gael,Maia,18,M,583,2020,dinheiro
Arthur,Souza,67,M,9760,2010,dinheiro
Alice,Souza,45,F,6626,2016,credito
Theo,Rodrigues,22,M,9916,2016,dinheiro
Heloisa,Pereira,49,F,5653,2018,dinheiro
Sophia,Rodrigues,39,F,918,2007,debito
Helena,Santos,31,F,9715,2017,credito
Sophia,Rodrigues,60,F,4913,2012,credito
Helena,Soares,30,F,9055,2007,dinheiro
Sophia,Silva,54,F,4120,2009,dinheiro
Davi,Soares,47,M,6386,2019,debito
Alice,Pereira,62,F,4118,2007,dinheiro
Davi,Martins,55,M,5085,2013,debito
Theo,Alves,48,M,2887,2006,credito
Miguel,Santos,64,M,8546,2005,debito
Helena,Silva,53,F,8513,2020,debito
Laura,Pereira,24,F,5801,2007,credito
Sophia,Rodrigues,64,F,9542,2014,debito
Heloisa,Alves,43,F,7780,2013,debito
Gabriel,Soares,26,M,9777,2012,dinheiro
Sophia,Ribeiro,61,F,6551,2014,credito
Sophia,Soares,42,F,2418,2014,debito
Heitor,Ferreira,45,M,6858,2014,dinheiro
Laura,Alves,42,F,4245,2017,debito
Heloisa,Soares,38,F,8843,2012,debito
Helena,Ferreira,29,F,4803,2018,dinheiro
Maria,Martins,69,F,3188,2014,credito
Arthur,Souza,28,M,9621,2010,debito
Samuel,Alves,36,M,6933,2008,credito
Arthur,Alves,35,M,4085,2011,dinheiro
Maria,Santos,52,F,1677,2015,debito
Theo,Maia,53,M,3989,2006,debito
Davi,Maia,44,M,8982,2011,debito
Alice,Gomes,18,F,3390,2010,dinheiro
Bernardo,Silva,64,M,6957,2018,dinheiro
Samuel,Alves,43,M,3386,2014,debito
Gael,Martins,30,M,7502,2008,dinheiro
Alice,Maia,35,F,5599,2015,debito
Laura,Martins,51,F,9312,2012,debito
Valentina,Ferreira,21,F,9667,2007,dinheiro
Theo,Gomes,20,M,5676,2007,debito
Heloisa,Soares,49,F,4946,2007,dinheiro
Davi,Soares,47,M,8656,2009,dinheiro
Valentina,Souza,32,F,1157,2008,debito
Gael,Alves,50,M,9837,2017,dinheiro
Heloisa,Ribeiro,18,F,7657,2017,dinheiro
Sophia,Alves,43,F,4625,2018,debito
Gael,Ribeiro,47,M,6599,2015,debito
Heloisa,Alves,54,F,5277,2015,dinheiro
Theo,Silva,49,M,2671,2014,credito
Heloisa,Maia,51,F,8580,2019,debito
Davi,Santos,60,M,8158,2017,dinheiro
Heitor,Soares,63,M,7057,2007,debito
Theo,Alves,28,M,5115,2011,debito
Davi,Martins,49,M,3908,2005,debito
Maria,Oliveira,51,F,1690,2014,credito
Gabriel,Soares,49,M,4694,2008,debito
Heloisa,Pereira,42,F,8876,2016,credito
Arthur,Alves,26,M,677,2019,credito
Theo,Alves,28,M,9997,2013,debito
Alice,Alves,66,F,4752,2009,credito
Theo,Martins,49,M,6991,2020,dinheiro
Gael,Oliveira,63,M,3831,2009,debito
Arthur,Soares,67,M,7793,2007,credito
Maria,Ferreira,54,F,2852,2010,debito
Samuel,Alves,25,M,3691,2015,dinheiro
Gael,Pereira,43,M,5270,2012,dinheiro
Arthur,Rodrigues,46,M,6243,2011,credito
Samuel,Alves,28,M,8300,2020,credito
Theo,Soares,54,M,6538,2007,dinheiro
Gael,Ferreira,36,M,7509,2008,dinheiro
Heloisa,Alves,25,F,1104,2016,debito
Maria,Gomes,22,F,8280,2013,debito
Gabriel,Martins,49,M,2528,2017,credito
Gael,Ferreira,40,M,6023,2014,dinheiro
Alice,Soares,34,F,4172,2013,credito
Gabriel,Silva,32,M,2003,2020,debito
Heitor,Ferreira,42,M,5360,2020,dinheiro
Sophia,Maia,18,F,8314,2011,credito
Heitor,Ribeiro,52,M,8544,2006,debito
Heloisa,Gomes,69,F,5836,2005,credito
Heitor,Soares,25,M,7220,2012,dinheiro
Davi,Gomes,37,M,8277,2005,credito
Arthur,Santos,24,M,7756,2012,dinheiro
Samuel,Ferreira,69,M,3722,2012,debito
Miguel,Ribeiro,21,M,2311,2016,debito
Valentina,Alves,54,F,8469,2018,credito
Davi,Rodrigues,25,M,6737,2011,debito
Maria,Ribeiro,36,F,8746,2013,credito
Gael,Soares,52,M,5244,2008,credito
Alice,Santos,58,F,5458,2020,credito
Gael,Soares,40,M,3538,2018,dinheiro
Bernardo,Ferreira,40,M,2867,2014,credito
Theo,Rodrigues,53,M,9897,2013,dinheiro
Valentina,Ribeiro,35,F,6754,2013,dinheiro
Miguel,Silva,46,M,4486,2007,debito
Heitor,Souza,20,M,844,2009,credito
Davi,Pereira,66,M,9649,2009,credito
Arthur,Santos,64,M,712,2020,dinheiro
Valentina,Santos,51,F,9399,2014,dinheiro
Sophia,Ferreira,53,F,5683,2013,debito
Maria,Alves,27,F,7470,2009,credito
Sophia,Pereira,65,F,4506,2013,dinheiro
Sophia,Santos,27,F,5249,2006,dinheiro
Arthur,Rodrigues,43,M,2082,2018,dinheiro
Sophia,Martins,38,F,1962,2009,credito
Bernardo,Pereira,56,M,3753,2016,credito
Laura,Ribeiro,46,F,9817,2019,credito
Alice,Ribeiro,62,F,5072,2015,credito
Gael,Ribeiro,65,M,7349,2018,dinheiro
Maria,Ferreira,38,F,5289,2006,debito
Samuel,Pereira,31,M,6977,2013,credito
Valentina,Martins,45,F,6910,2018,credito
Theo,Gomes,31,M,9492,2008,credito
Helena,Ribeiro,47,F,5213,2015,credito
Miguel,Gomes,57,M,1109,2005,credito
Bernardo,Pereira,29,M,6521,2013,dinheiro
Sophia,Gomes,45,F,3498,2015,dinheiro
Helena,Pereira,47,F,5561,2009,credito
Davi,Oliveira,44,M,9122,2012,dinheiro
Maria,Ferreira,37,F,647,2013,credito
Arthur,Santos,51,M,893,2005,credito
Heloisa,Silva,45,F,4260,2007,debito
Alice,Ribeiro,53,F,5018,2012,dinheiro
Bernardo,Silva,27,M,3694,2008,dinheiro
Miguel,Ribeiro,38,M,6863,2011,credito
Heloisa,Alves,20,F,3511,2011,credito
Valentina,Ferreira,61,F,8261,2005,dinheiro
Maria,Santos,48,F,939,2007,credito
Arthur,Oliveira,46,M,7693,2012,credito
Heloisa,Souza,33,F,6832,2020,debito
Sophia,Silva,33,F,8025,2006,debito
Valentina,Ribeiro,67,F,3159,2010,dinheiro
Theo,Souza,51,M,4705,2008,debito
Laura,Maia,24,F,5073,2012,debito
Alice,Martins,52,F,4363,2018,debito
Theo,Ferreira,30,M,6802,2009,debito
Helena,Maia,54,F,5148,2005,debito
Gael,Soares,49,M,3408,2019,dinheiro
Arthur,Pereira,69,M,8452,2006,dinheiro
Heloisa,Oliveira,35,F,1666,2015,credito
Theo,Rodrigues,21,M,8024,2015,dinheiro
Gabriel,Soares,54,M,9954,2020,credito
Miguel,Soares,41,M,7062,2019,dinheiro
Heitor,Santos,36,M,9484,2013,debito
Sophia,Silva,51,F,7286,2016,credito
Helena,Alves,36,F,2171,2020,debito
Samuel,Souza,20,M,7383,2011,debito
Theo,Ribeiro,29,M,5562,2010,debito
Gabriel,Maia,63,M,7816,2005,debito
Heloisa,Martins,58,F,1159,2015,credito
Laura,Souza,38,F,9261,2019,dinheiro
Maria,Alves,62,F,6255,2018,credito
Samuel,Alves,63,M,2938,2016,debito
Alice,Martins,46,F,1455,2013,credito
Heitor,Martins,53,M,9691,2015,credito
Laura,Pereira,56,F,5557,2014,debito
Valentina,Martins,30,F,1141,2017,credito
Arthur,Souza,49,M,3906,2020,dinheiro
Gabriel,Martins,46,M,3620,2009,debito
Heloisa,Alves,22,F,5483,2019,credito
Theo,Gomes,25,M,3706,2017,credito
Miguel,Pereira,58,M,5787,2016,debito
Maria,Pereira,19,F,5422,2014,debito
Heitor,Souza,63,M,9092,2011,debito
Samuel,Silva,27,M,3599,2012,debito
Gabriel,Pereira,30,M,5925,2007,debito
Samuel,Soares,35,M,5424,2015,credito
Gabriel,Santos,42,M,5120,2009,debito
Sophia,Alves,47,F,1182,2010,debito
Gael,Alves,36,M,6656,2010,debito
Theo,Maia,46,M,4087,2019,dinheiro
Davi,Alves,28,M,8749,2018,debito
Theo,Maia,39,M,5270,2005,debito
Sophia,Santos,70,F,2452,2007,credito
Arthur,Silva,62,M,3275,2020,dinheiro
Miguel,Maia,66,M,8989,2013,dinheiro
Davi,Maia,32,M,5665,2011,credito
Bernardo,Martins,53,M,2632,2008,dinheiro
Helena,Soares,40,F,7611,2006,debito
Sophia,Alves,38,F,1910,2014,credito
Maria,Souza,55,F,9707,2019,credito
Theo,Santos,26,M,8711,2011,credito
Miguel,Gomes,63,M,2276,2011,credito
Heitor,Alves,62,M,2932,2012,debito
Maria,Alves,47,F,3724,2012,dinheiro
Maria,Martins,34,F,6357,2005,debito
Gabriel,Oliveira,69,M,9790,2015,credito
Miguel,Ribeiro,51,M,7689,2018,credito
Heloisa,Soares,41,F,4653,2005,credito
Miguel,Santos,26,M,7160,2013,credito
Arthur,Ribeiro,34,M,8618,2005,credito
Maria,Santos,46,F,7684,2008,debito
Gael,Oliveira,66,M,8511,2008,dinheiro
Samuel,Rodrigues,51,M,3781,2020,debito
Valentina,Maia,65,F,2233,2009,debito
Valentina,Alves,24,F,6824,2006,debito
Heloisa,Alves,51,F,9638,2017,debito
Gael,Alves,39,M,4410,2012,dinheiro
Miguel,Ferreira,60,M,5573,2015,debito
Miguel,Soares,37,M,1206,2010,debito
Alice,Alves,26,F,8568,2005,debito
Valentina,Maia,30,F,2579,2007,credito
Heloisa,Maia,68,F,2735,2005,dinheiro
Helena,Maia,57,F,3879,2009,debito
Heloisa,Pereira,54,F,1668,2005,credito
Laura,Martins,69,F,7855,2009,dinheiro
Gael,Oliveira,56,M,3958,2017,debito
Davi,Maia,69,M,7299,2017,debito
Maria,Gomes,26,F,8950,2006,dinheiro
Helena,Oliveira,38,F,7815,2016,debito
Heloisa,Silva,60,F,6379,2018,credito
Helena,Souza,24,F,1195,2020,credito
Arthur,Maia,21,M,7857,2011,credito
Maria,Maia,57,F,3736,2020,dinheiro
Sophia,Souza,58,F,8507,2006,credito
Laura,Soares,29,F,4180,2009,credito
Heloisa,Souza,44,F,9131,2017,dinheiro
Sophia,Soares,29,F,4214,2008,debito
Miguel,Alves,53,M,638,2012,credito
Theo,Souza,62,M,8880,2017,credito
Heloisa,Soares,38,F,2264,2019,credito
Alice,Alves,59,F,5923,2010,dinheiro
Heitor,Alves,44,M,8611,2020,debito
Sophia,Martins,24,F,7153,2020,credito
Laura,Oliveira,47,F,2781,2005,credito
Laura,Santos,43,F,3888,2014,credito
Maria,Souza,36,F,7674,2018,credito
Laura,Maia,22,F,974,2018,debito
Miguel,Souza,46,M,8581,2017,credito
Maria,Soares,22,F,2960,2015,credito
Valentina,Maia,47,F,3668,2014,debito
Laura,Ferreira,59,F,1172,2010,dinheiro
Gael,Gomes,42,M,7647,2014,credito
Heitor,Maia,40,M,3366,2014,dinheiro
Laura,Rodrigues,34,F,4906,2020,credito
Arthur,Pereira,57,M,5820,2006,credito
Davi,Martins,37,M,9930,2013,debito
Gael,Souza,62,M,6045,2006,debito
Gael,Gomes,69,M,8523,2010,dinheiro
Miguel,Oliveira,27,M,6690,2008,credito
Arthur,Souza,36,M,6046,2005,credito
Arthur,Gomes,53,M,6234,2009,debito
Miguel,Rodrigues,18,M,7200,2019,dinheiro
Miguel,Oliveira,19,M,3866,2019,dinheiro
Theo,Pereira,36,M,7251,2018,dinheiro
Valentina,Silva,53,F,4059,2018,credito
Arthur,Souza,35,M,4606,2007,dinheiro
Sophia,Santos,34,F,577,2017,debito
Heloisa,Souza,50,F,5875,2013,debito
Maria,Oliveira,35,F,5124,2009,credito
Helena,Martins,44,F,8968,2013,debito
Theo,Maia,53,M,5711,2020,debito
Alice,Ferreira,37,F,1195,2014,dinheiro
Laura,Souza,70,F,4351,2008,debito
Davi,Alves,18,M,5689,2005,credito
Samuel,Maia,70,M,2105,2010,dinheiro
Maria,Oliveira,67,F,3813,2011,credito
Samuel,Martins,27,M,8007,2015,dinheiro
Davi,Ribeiro,61,M,7967,2011,credito
Sophia,Ferreira,45,F,2953,2008,debito
Valentina,Santos,44,F,7519,2019,credito
Bernardo,Alves,68,M,5759,2005,dinheiro
Sophia,Souza,67,F,4688,2018,credito
Davi,Alves,49,M,4447,2005,dinheiro
Gabriel,Alves,50,M,9471,2015,dinheiro
Heloisa,Oliveira,66,F,1648,2015,debito
Heitor,Pereira,62,M,8197,2017,credito
Alice,Soares,24,F,6256,2010,debito
Valentina,Oliveira,32,F,3497,2015,debito
Gael,Martins,19,M,2039,2016,dinheiro
Davi,Soares,43,M,6876,2012,credito
Heitor,Rodrigues,62,M,8286,2012,credito
Helena,Maia,70,F,9816,2008,credito
Heloisa,Pereira,57,F,2472,2013,dinheiro
Theo,Santos,63,M,9668,2014,dinheiro
Valentina,Ferreira,49,F,5606,2016,dinheiro
Maria,Soares,18,F,1681,2019,credito
Laura,Ribeiro,48,F,9765,2012,dinheiro
Valentina,Oliveira,44,F,2888,2018,credito
Valentina,Soares,60,F,9487,2009,debito
Miguel,Rodrigues,49,M,4339,2009,credito
Gael,Martins,33,M,949,2013,credito
Heloisa,Alves,51,F,5916,2017,dinheiro
Helena,Santos,31,F,2737,2012,credito
Bernardo,Alves,60,M,9637,2020,credito
Arthur,Soares,60,M,5441,2016,credito
Valentina,Silva,43,F,5611,2016,debito
Helena,Ribeiro,30,F,9229,2018,debito
Laura,Alves,45,F,5998,2009,credito
Heitor,Pereira,56,M,3727,2015,dinheiro
Laura,Santos,65,F,6742,2020,credito
Bernardo,Silva,44,M,7187,2019,debito
Arthur,Gomes,44,M,908,2019,debito
Heitor,Ferreira,68,M,1074,2005,credito
Maria,Maia,37,F,8103,2009,dinheiro
Alice,Ribeiro,23,F,6723,2006,credito
Maria,Silva,46,F,2214,2020,credito
Davi,Alves,37,M,2758,2018,debito
Davi,Gomes,24,M,2195,2014,debito
Helena,Santos,34,F,3507,2020,debito
Helena,Gomes,25,F,3132,2008,credito
Maria,Pereira,20,F,5262,2020,debito
Miguel,Pereira,21,M,4120,2016,dinheiro
Valentina,Ribeiro,37,F,999,2009,credito
Bernardo,Maia,55,M,9711,2008,dinheiro
Gael,Rodrigues,43,M,2985,2019,dinheiro
Bernardo,Gomes,25,M,4177,2011,credito
Heloisa,Oliveira,46,F,8771,2013,credito
Gabriel,Souza,19,M,4268,2007,dinheiro
Maria,Alves,63,F,8591,2018,debito
Maria,Soares,33,F,7674,2020,debito
Laura,Souza,59,F,9626,2012,dinheiro
Helena,Silva,19,F,6798,2006,credito
Heloisa,Pereira,59,F,8294,2014,credito
Theo,Maia,52,M,5597,2018,dinheiro
Alice,Pereira,39,F,3917,2008,debito
Maria,Maia,26,F,4457,2017,credito
Laura,Rodrigues,25,F,9195,2015,dinheiro
Davi,Pereira,47,M,4217,2014,credito
Helena,Alves,25,F,5700,2010,debito
Helena,Pereira,49,F,7257,2017,dinheiro
Gabriel,Alves,48,M,6730,2011,credito
Helena,Martins,50,F,4824,2009,debito
Sophia,Silva,50,F,8809,2013,credito
Helena,Alves,33,F,2503,2010,debito
Gael,Pereira,59,M,1485,2020,debito
Gabriel,Alves,31,M,4224,2016,debito
Valentina,Soares,29,F,809,2017,dinheiro
Davi,Santos,60,M,9755,2020,debito
Sophia,Ferreira,62,F,1736,2020,credito
Theo,Maia,40,M,4786,2012,credito
Arthur,Rodrigues,42,M,3371,2011,dinheiro
Gael,Alves,51,M,5177,2012,dinheiro
Bernardo,Martins,41,M,1346,2013,credito
Alice,Maia,39,F,2855,2007,dinheiro
Sophia,Maia,40,F,9844,2015,dinheiro
Samuel,Ribeiro,20,M,4214,2013,debito
Helena,Gomes,36,F,2421,2019,debito
Miguel,Alves,61,M,937,2017,debito
Heitor,Alves,47,M,3861,2011,dinheiro
Helena,Rodrigues,49,F,4150,2014,dinheiro
Valentina,Soares,47,F,9145,2020,credito
Bernardo,Alves,23,M,2223,2017,debito
Maria,Santos,65,F,8853,2018,credito
Arthur,Maia,18,M,5568,2010,credito
Gabriel,Rodrigues,27,M,529,2008,debito
Gabriel,Gomes,55,M,6180,2014,credito
Gabriel,Rodrigues,27,M,1341,2011,dinheiro
Samuel,Ribeiro,37,M,8463,2006,dinheiro
Alice,Souza,65,F,7082,2014,debito
Heloisa,Maia,29,F,5638,2018,credito
Gael,Alves,49,M,516,2006,dinheiro
Heitor,Pereira,53,M,9365,2005,credito
Gael,Silva,41,M,8407,2020,credito
Gabriel,Rodrigues,23,M,8467,2009,credito
Heloisa,Gomes,28,F,9061,2020,debito
Helena,Ferreira,52,F,1695,2011,credito
Gabriel,Alves,66,M,8471,2017,debito
Maria,Santos,65,F,2746,2020,debito
Heloisa,Silva,61,F,5715,2015,debito
Arthur,Alves,43,M,8198,2017,dinheiro
Samuel,Alves,43,M,3207,2013,debito
Alice,Alves,65,F,3515,2013,credito
Maria,Santos,57,F,3322,2006,credito
Alice,Oliveira,31,F,3435,2020,debito
Gael,Rodrigues,35,M,3495,2005,debito
Sophia,Oliveira,48,F,8072,2015,debito
Valentina,Ribeiro,46,F,9469,2009,dinheiro
Helena,Maia,51,F,4570,2009,debito
Miguel,Ribeiro,70,M,6286,2013,dinheiro
Samuel,Soares,42,M,4734,2020,debito
Theo,Gomes,44,M,3129,2007,credito
Maria,Maia,21,F,6393,2013,dinheiro
Heloisa,Pereira,52,F,5297,2019,dinheiro
Alice,Pereira,27,F,3805,2014,debito
Maria,Soares,43,F,1546,2007,credito
Gael,Souza,47,M,2179,2011,credito
Heitor,Alves,66,M,5758,2016,credito
Davi,Maia,46,M,724,2011,credito
Sophia,Ferreira,49,F,4803,2005,credito
Heloisa,Santos,32,F,9724,2009,debito
Laura,Alves,67,F,7303,2007,credito
